id,title,availability,condition,description,image_link,link,price,brand,google_product_category,item_group_id
10528,"BELDON POS 80MM THERMAL PRINTER","out of stock",New,"WARRANTY – 1 YEAR  POS – 80 mm BELDON THERMAL RECEIPT BILL PRINTER.  CUTTER LIFE 1.5 MILLION CUTS  WALL MOUNTABLE  PRINTER HEADLIFE 150KM  PRINTING SPEED 230MM/S",https://synnex.lk/wp-content/uploads/2026/04/BNPP-991-USB_0-2.jpeg,https://synnex.lk/product/beldon-pos-80mm-thermal-printer/,"16900.00 LKR",Products,,
10529,"BELDON CASH BASIC COUNTING MACHINE","in stock",New,"Beldon Cash Counter Machine   	Brand – Beldon  	Model – Bn-Mc900i  	Warranty – 1 Year  Features   	Automatic Start, Stop and Clear  	with Uv, mg, ir, dd Detection While Counting  	Automatic Half Note, Chain Note, Double Note Detection  	with Total Value Calculating Function (optional)  Specifications   	Hopper Capacity : 200 Bills  	Stacker Capacity : 200 Bills  	Counting Display : 4 Digits  	Batch Display : 3 Digits",https://synnex.lk/wp-content/uploads/2026/04/BN-MC900i_1-1.jpeg,https://synnex.lk/product/beldon-cash-basic-counting-machine/,"48500.00 LKR",Products,,
10530,"BELDON HEAVY DUTY 5 NOTES AND 8 COINS CASH DRAWER","in stock",New,"BELDON - HEAVY DUTY 5 NOTES AND 8 COINS CASH DRAWER  BRAND: BELDON  MODEL NO: - BN-CD333I  WARRANTY: 1YEAR  5 NOTES &amp; 8 COINS  RJ 11 PORT  AUTOMATED CASH DRAWER CAN CONNECT WITH ANY CASH DRAWER PORT OF POS PRINTERS.  HARDY HEAVY CASH DRAWER WITH RUST FREE METAL  CAN CONNECT WITH ANY CASH DRAWER PORT AVAILABLE",https://synnex.lk/wp-content/uploads/2026/04/e326f6ce-a74a-4081-b0f5-e3c7eaccd963-1.jpg,https://synnex.lk/product/beldon-heavy-duty-5-notes-and-8-coins-cash-drawer/,"15900.00 LKR",Products,,
10531,"Epson - A4 Inktank Printer","in stock",New,"EPSON L1218 A4 INKTANK PRINTER  BRAND - EPSON  MODEL – L1218  WARRANTY - 1 YAER  PRINTER TYPE - COLOR INKJET  CONNECTIVITY - USB  PRINTER TYPE: PRINT  PRINT METHOD: ON-DEMAND INKJET (PIEZOELECTRIC)  PRINTER LANGUAGE: ESC/P-R, ESC/P RASTER  NOZZLE CONFIGURATION:180 X 1 NOZZLES BLACK, 59 X 1 NOZZLES PER COLOR (CYAN, MAGENTA, YELLOW)  MAXIMUM RESOLUTION:5760 X 1440 DPI  AUTOMATIC 2-SIDED PRINTING: NO  PHOTO DEFAULT - 10 X 15 CM / 4 X 6 "" *1: APPROX. 69 SEC PER PHOTO (BORDER) / 90 SEC PER PHOTO (BORDERLESS)*2  DRAFT, A4 (BLACK / COLOR): UP TO 33.0 PPM / 15.0 PPM*2  ISO 24734, A4 SIMPLEX (BLACK / COLOR): UP TO 10.0 IPM / 5.0 IPM*2  FIRST PAGE OUT TIME FROM READY MODE (BLACK / COLOR): APPROX. 10 SEC / 16 SEC*",https://synnex.lk/wp-content/uploads/2026/04/L1218-_-1-1.jpg,https://synnex.lk/product/epson-a4-inktank-printer/,"59000.00 LKR",Products,,
10532,"XPRINTER 2 INCH THERMAL RECEIPT BILL PRINTER","out of stock",New,"&nbsp;      Brand: XPRINTER  Model: XP-58IINT  WARRANTY – 1 YEAR  Interface: USB  Printing Speed: 90mm/s  Supports cash drawer/cash registers",https://synnex.lk/wp-content/uploads/2026/04/WhatsApp-Image-2023-06-17-at-12.03.38-1.jpeg,https://synnex.lk/product/xprinter-2-inch-thermal-receipt-bill-printer/,"7400.00 LKR",Products,,
10533,"BELDON - DESKTOP 2D BARCODE SCANNER - BN- BS 1900D","in stock",New,"Features  Hand-free Platform 2D barcode scanners have big windows for efficient scanning and quick decode suitable for supermarkets.  It supports reading 1D/2D bar codes and QR codes for payment. It is at a favorable cost which helps you to get more market share.",https://synnex.lk/wp-content/uploads/2026/04/Untitled-design-2026-01-20T101237.022-1.png,https://synnex.lk/product/beldon-desktop-2d-barcode-scanner-bn-bs-1900d/,"15500.00 LKR",Products,,
10534,"XPRINTER – 80mm Thermal Receipt Bill Printer  XP-Q805K","out of stock",New,&nbsp;,https://synnex.lk/wp-content/uploads/2026/04/POSX805K-1.jpg,https://synnex.lk/product/xprinter-80mm-thermal-receipt-bill-printer-xp-q805k/,"14500.00 LKR",Products,,
10535,"WIFI & 4G CLOUD IP PAN/TILT CAMERA","in stock",New,"WIFI &amp; 4G CLOUD IP PAN/TILT CAMERA  BRAND - O-KAM Pro  MODEL - P29 WIFI 300W  WARRANTY – 6 Months  4G SIM &amp; WIFI CONNECTION  TF CAED : MICRO SD CARD  MOBILE PHONE QUICK CONFIGURATION  FREE CLOUD STORAGE FOR 30 DAYS EXPERIENCE  INFORMATION PUSH  AP HOTSPOT MODE  ENHANCED INFRARED NIGHT VISION  MULTI PERSON SHARING  VOICE INTERCOM  MOTION DETECTION  REMOTE OPERATION  POWERFUL ANTENNA  EXCELLENT INTERFARED AND SHARP IMAGE IN DARKNESS",https://synnex.lk/wp-content/uploads/2026/04/wifi-camera-1.webp,https://synnex.lk/product/wifi-4g-cloud-ip-pan-tilt-camera/,"9500.00 LKR",Products,,
10536,"XPRINTER - 2 Inch Mobile Thermal Bluetooth Printer","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/XP-P502A-1.jpg,https://synnex.lk/product/xprinter-2-inch-mobile-thermal-bluetooth-printer/,"13500.00 LKR",Products,,
10537,"BELDON – 2D POCKET/INVENTORY WIRELESS BARCODE SCANNER BN-DC300RS","in stock",New,"BELDON – 2D POCKET WIRELESS BARCODE SCANNER  BRAND – BELDON  MODEL – BN-DC300RS  WARRANTY – 1 YEAR  ONE MILLION PIXEL 1280PIXEL *800 PIXEL.  DON’T NEED ANY DRIVER, PLUG AND PLAY.  READ 1D AND 2D CODE ON SCREEN AND PAPER.  CHARGE TIME IS 3 HOURS AND CONTINUOUS SCANNING TIME IS 24 HOURS.  SUPPORT DOUBLE FIRMWARE UPGRADE ONLINE: WIRELESS AND DECODER.  COMMUNICATION DISTANCE(OPEN AIR) :  SMART BODY, UNIQUE AND ERGONOMIC DESIGN, COMFORTABLE OPERATING SENSE.  SUPPORT SCREEN DISPLAY VERSION (1.44 INCH COLOR SCREEN), REAL-TIME OBSERVATION OF BATTERY POWER， SEE THE READ BARCODE DATA  &nbsp;",https://synnex.lk/wp-content/uploads/2026/04/01-2.jpg,https://synnex.lk/product/beldon-2d-pocket-inventory-wireless-barcode-scanner-bn-dc300rs/,"35000.00 LKR",Products,,
10538,"BELDON POS 2D Wireless Barcode Scanner With Cradle Base  BN-BW109D","in stock",New,"OVERVIEW  	2D WIRELESS IMAGE BARCODE SCANNER  	WITH LED SCREEN FOR BARCODE DATA STORAGE VISIBLE OPTION  	LED SCREEN FOR BARCODE DATA STORAGE VISIBLE OPTION  	READ ALL 1D AND 2D CODE ON SCREEN AND PAPER.  	COMMUNICATION MODEL: 2.4G, BLUETOOTH AND USB-TYPE-B CABLE.  	COMMUNICATION DISTANCE (OPEN AIR): 2.4G:100METERS BT: 40METERS.  	CHARGE TIME IS 3 HOURS AND CONTINUOUS SCANNING TIME IS 24HOURS.  	SUPPORT DOUBLE FIRMWARE UPGRADE ONLINE: WIRELESS AND DECODER.  	THREE LED INDICATOR : GREEN(DECODER LIGHT) RED(CHARGE LIGHT), BLUE(CONNECTION SUCCESS).  	IMAGE(PIXELS) - 1280 PIXELS(H)*800 PIXELS(V)  	SCAN ANGLE - ELEVATION ANGLE 65°/TURN ANGLE  	30°/OFF-ANGLE 55°  	LIGHT SOURCE - AIMING: 617 NM LED;  	ILLUMINATION:4500K LED  	READ RESOLUTION - MORE THAN 5 MIL  	INTERFACE - 2.4G OR BLUETOOTH OR USB CABLE  	PRINT CONTRAST - MORE THAN 25%  	VISUAL INDICATOR - BLUE LED LIGHTS , DOUBLE BUZZER  	BATTERY - 2200MAH CAPACITY",https://synnex.lk/wp-content/uploads/2026/04/01oivyyfc-v-1.jpg,https://synnex.lk/product/beldon-pos-2d-wireless-barcode-scanner-with-cradle-base-bn-bw109d/,"49000.00 LKR",Products,,
10539,"EPSON TM-T81 POS - 3 Inch Thermal Bill Printer With Auto Cutter","out of stock",New,"POS EPSON 3 INCH THERMAL BILL PRINTER WITH AUTO CUTTER  WARRANTY – 1 YEAR  BRAND – EPSON  MODEL – TM-T81  OVERVIEW  SPECIFICATIONS  PRINTING METHOD - DIRECT THERMAL  PRINTING WIDTH - 80MM OR 3 INCH  PRINTING SPEED - 150MM/S  AUTO CUTTER - YES  CASH DRAWER PORT - YES",https://synnex.lk/wp-content/uploads/2026/04/8888-1.png,https://synnex.lk/product/epson-tm-t81-pos-3-inch-thermal-bill-printer-with-auto-cutter/,"36000.00 LKR",Products,,
10540,"80 MM NETWORK THERMAL RECEIPT BILL PRINTER","in stock",New,"BRAND – BELDON  MODEL – BNPP-99I-LAN  WARRANTY – 1YEAR  AUTO- CUTTER, WALL MOUNTABLE.  SUPPORT BOTH 58MMAND 80MM WIDTH PAPER, (300MM/S SUPPORT)  SUPPORT PAGE MODE. (300MM/S SUPPORT)  COMPATIBLE WITH ESC/POS COMMANDS  &nbsp;  &nbsp;",https://synnex.lk/wp-content/uploads/2026/04/BNPP-991-USB_0-1-1.jpeg,https://synnex.lk/product/80-mm-network-thermal-receipt-bill-printer/,"22500.00 LKR",Products,,
10541,"XPRINTER POS - 3 INCH 2 IN 1 DIRECT THERMAL BLUETOOTH BARCODE + RECEIPT BILL PRINTER XP-365B-BLU","in stock",New,"POS - 3 INCH BLUETOOTH BARCODE  LABEL + RECEIPT BILL PRINTER   	BRAND –XPRINTER  	MODEL – XP-365B-BLU  	WARRANTY – 1 YEAR  FEATURES   	PRINTING METHOD - DIRECT THERMAL  	INTERFACE - USB + BLUETOOTH  	NO INK OR RIBBON REQUIRED, MORE ENVIRONMENTALLY FRIENDLY  	RESOLUTION - 203 DPI  	LABEL PRINT SPEED - MAX: 127MM/S  	RECEIPT PRINT SPEED - 220 MM/S  	MAX. PRINT WIDTH - 76MM  	MEMORY - DRAM: 4M FLASH: 4M  	PRINT HEAD LIFE - 100KM",https://synnex.lk/wp-content/uploads/2026/04/365b-1.jpeg,https://synnex.lk/product/xprinter-pos-3-inch-2-in-1-direct-thermal-bluetooth-barcode-receipt-bill-printer-xp-365b-blu/,"29500.00 LKR",Products,,
10542,"XPRINTER T451B – POS 110MM BARCODE PRINTER","in stock",New,"RESOLUTION : 203DPI  	PRINTING METHOD : THERMAL TRANSFER / DIRECT THERMAL  	MAX PRINT SPEED : 127mm/s Max  	MAX PRINT WIDTH : 104mm (4.09”)  	MAX PRINT LENGTH : 1778 mm (70”)  	MAX RIBBON WIDTH : 300 METERS  	PRINT HEAD LIFE : 30KM  	INPUT : AC 110~240V,1.8A, 50-60Hz  	OUTPUT : DC 24V, 2.5A, 60W  	SUPPORTS : WINDOWS/LINUX/MAC",https://synnex.lk/wp-content/uploads/2026/04/XPRINTER-XP-DT426B_2-1.webp,https://synnex.lk/product/xprinter-t451b-pos-110mm-barcode-printer/,"49000.00 LKR",Products,,
10543,"XPRINTER POS – 2IN ONE 80mm Mobile Rugged Receipt Label Printer  XP- P323B","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/XP-P323B_2-1.jpeg,https://synnex.lk/product/xprinter-pos-2in-one-80mm-mobile-rugged-receipt-label-printer-xp-p323b/,"32500.00 LKR",Products,,
10544,"Biometric Fingerprint Time Attendance Machine With Build Battery Backup  BN - TM910","in stock",New,"BIOMETRIC FINGERPRINT TIME ATTENDANCE MACHINE WITH BUILT BATTERY BACKUP   	WARRANTY - 1 YEAR  	BRAND – BELDON  	MODEL - BN-TM910  SPECIFICATIONS   	FINGERPRINT CAPACITY - 1000  	STORAGE CAPACITY – 100000  	COMMUNICATION: USB PORT, U DISK  	LCD: 2.4 INCH TFT  	VERIFICATION MODE: FINGERPRINT / PASSWORD  	LANGUAGE: ENGLISH",https://synnex.lk/wp-content/uploads/2026/04/WhatsApp-Image-2023-11-27-at-3.23.02-PM-1.jpeg,https://synnex.lk/product/biometric-fingerprint-time-attendance-machine-with-build-battery-backup-bn-tm910/,"25200.00 LKR",Products,,
10545,"Biometric Fingerprint Time Attendance Machine  BN-TM909","in stock",New,"BIOMETRIC FINGER PRINT MACHINE   	WARRANTY - 1 YEAR  	BRAND – BELDON  	MODEL - BN - TM 909  FEATURES   	FINGERPRINT CAPACITY - 1000  	STORAGE CAPACITY – 100000  	COMMUNICATION: USB PORT, U DISK  	LCD: 2.4 INCH TFT  	VERIFICATION MODE: FINGERPRINT / PASSWORD  	LANGUAGE: ENGLISH",https://synnex.lk/wp-content/uploads/2026/04/A2-2-1.jpeg,https://synnex.lk/product/biometric-fingerprint-time-attendance-machine-bn-tm909/,"19000.00 LKR",Products,,
10546,"Biometric Fingerprint Time Attendance Machine With Build Battery Backup   SYN- 911","out of stock",New,,https://synnex.lk/wp-content/uploads/2026/04/WhatsApp_Image_2023-11-27_at_8.28.10_AM-removebg-preview-1.png,https://synnex.lk/product/biometric-fingerprint-time-attendance-machine-with-build-battery-backup-syn-911/,"27500.00 LKR",Products,,
10547,"Biometric Fingerprint Time Attendance Machine With Build Battery Backup SYN - 912","out of stock",New,,https://synnex.lk/wp-content/uploads/2026/04/WhatsApp_Image_2023-11-27_at_8.28.11_AM-removebg-preview-1.png,https://synnex.lk/product/biometric-fingerprint-time-attendance-machine-with-build-battery-backup-syn-912/,"29500.00 LKR",Products,,
10548,"Wi-Fi Biometric Fingerprint Time Attendance With Battery Backup   BN-TM913","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/SYN913-1.jpg,https://synnex.lk/product/wi-fi-biometric-fingerprint-time-attendance-with-battery-backup-bn-tm913/,"33500.00 LKR",Products,,
10549,"PHILIPS – ALL IN ONE PC With Wi-Fi  PHI-N5095","out of stock",New,,https://synnex.lk/wp-content/uploads/2026/04/Monitor-main-1.jpg,https://synnex.lk/product/philips-all-in-one-pc-with-wi-fi-phi-n5095/,"155000.00 LKR",Products,,
10550,"Rechargeable Wireless Keyboard &amp; Mouse K933","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/WhatsApp-Image-2024-02-13-at-9.02.59-AM-1-1.jpeg,https://synnex.lk/product/rechargeable-wireless-keyboard-mouse-k933/,"5750.00 LKR",Products,,
10551,"Rechargeable Wireless Keyboard Mouse K936","in stock",New,"WIRELESS KEYBOARD MOUSE  MODEL : K936  WARRANTY - 6 months  NO BATTERY REQUIRED  DELIVERY AVAILABLE",https://synnex.lk/wp-content/uploads/2026/04/WhatsApp-Image-2024-02-13-at-9.03.01-AM-2-1.jpeg,https://synnex.lk/product/rechargeable-wireless-keyboard-mouse-k936/,"6750.00 LKR",Products,,
10552,"XPRINTER Budget Barcode Label Printer XP-237B","in stock",New,"WARRANTY – 1 YEAR  BRAND – XPRINTER  MODEL – XP-237B  PRINT METHOD - DIRECT THERMAL  INTERFACE - USB  BUDGET FRIENDLY AND GOOD QUALITY BARCODE LABEL PRINTING SOLUTION.  NO RIBBON REQUIRED  ONLY THERMAL LABELS  VERY LOW COST PRINTING AND LOW BUDGET BARCODE LABEL PRINTER FOR SMALL BUSINESS  MAX.PRINT SPEED - 50.8 ~ 101 MM/S  MAX.PRINT WIDTH - 48MM  MAX. PRINT LENGTH - MAX.105MM  ELIMINATES THE NEED FOR INK OR TONER, REDUCING OPERATIONAL COSTS AND MAINTENANCE  EASY STICKER LOADING: SIMPLIFIES THE PROCESS OF REPLACEING STICKER ROLL MINIMIZING DOWNTIME  LABEL PAPER AUTO DETECTION  TEMPERATURE CONTROL FUNCTION  MODULARITY DESIGN AND MEET WITH VARIOUS APPLICATIONS",https://synnex.lk/wp-content/uploads/2026/04/XP-237B-3-1.jpg,https://synnex.lk/product/xprinter-budget-barcode-label-printer-xp-237b/,"18500.00 LKR",Products,,
10553,"BELDON Double Pocket Mix Value Cash Counting Machine  BN-TVCO73D","in stock",New,"OVERVIEW   	Cash / Multi–Currency Mix Value Counting and Sorting Machine Sorting And Non-Stop Counting With Reject Pocket  	value discrimination with serial number Capturing and reporting – printing**  	Connect with PC and data transferring and software upgrading ability  	UV+MG+MT+IR Image detecting system and high-quality fake note recognition possibility  	Currency available - EURO, USD, GBP, INR, CNY, SAR, UAD, AUD, CAD and up to 14 currencies optional  	Half note, Chained / Double note detection  	Automatic / Manual start function  	Add function  	Batch presetting function – Value batch and PCS  	Fully self-diagnosis function  	Three counting speeds  	Compact design – compact in size and avant-garde design  	Available ports RS-232, RJ-45 and USB, SD card slot upgrade software",https://synnex.lk/wp-content/uploads/2026/04/white_2K_202605221550.jpeg,https://synnex.lk/product/beldon-double-pocket-mix-value-cash-counting-machine-bn-mc-009vdp/,"295000.00 LKR",Products,,
10554,"TSC- POS 110 mm TSE TE-244 Barcode Sticker Label Printer","out of stock",New,"◗ Print speed up to 127mm/s  ◗ Ribbon roll capacity 300m(Outter roll ribbon)  ◗ Support TSPL, EPL, ZPL, DPL commands  ◗ Support multiple material printing",https://synnex.lk/wp-content/uploads/2026/04/TSE-TE-244-1.jpg,https://synnex.lk/product/tsc-pos-110-mm-tse-te-244-barcode-sticker-label-printer/,"54000.00 LKR",Products,,
10555,"EPSON L3258 Color Built-In Ink Bin Wireless All-In-One","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/Epson-L3258-A4-Color-Built-In-Ink-Bin-Wireless-All-In-One1-1.webp,https://synnex.lk/product/epson-l3258-color-built-in-ink-bin-wireless-all-in-one/,"75000.00 LKR",Products,,
10556,"EPSON - WI-FI DUPLEX All-IN-ONE INK TANK PRINTER -  L4269","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/Epson-L3258-Color-Built-In-Ink-Bin-Wireless-All-In-One4-1.jpg,https://synnex.lk/product/epson-wi-fi-duplex-all-in-one-ink-tank-printer-l4269/,"119000.00 LKR",Products,,
10557,"POS Thermal Paper Jumbo Roll 80mm x 80mm","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/78MM-X-76MM-THERMAL-RECEIPT-ROLL-1.jpg,https://synnex.lk/product/pos-thermal-paper-jumbo-roll-80mm-x-80mm/,"300.00 LKR",Products,,
10577,"POS  58mm/2inch Thermal Paper Roll 56mm * 45mm","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/58MM-THERMAL-ROLL-1.jpg,https://synnex.lk/product/pos-58mm-2inch-thermal-paper-roll-56mm-45mm/,"90.00 LKR",Products,,
10578,"25mm X 15mm -Thermal Transfer Barcode Label Roll 10000 Pcs Stickers","in stock",New,"Specifications of 25MM X 15MM -Thermal Transfer Barcode Label Roll, 1 Core, 3 Ups, 10000 Pcs Stickers",https://synnex.lk/wp-content/uploads/2026/04/tt05-1.png,https://synnex.lk/product/25mm-x-15mm-thermal-transfer-barcode-label-roll-10000-pcs-stickers/,"3500.00 LKR",Products,,
10579,"30mm X 15mm -Thermal Transfer Barcode Label Roll 10000 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/phoca_thumb_l_tt145-1.jpg,https://synnex.lk/product/30mm-x-15mm-thermal-transfer-barcode-label-roll-10000-pcs-stickers/,"3500.00 LKR",Products,,
10580,"30mm X 20mm -Thermal Transfer Barcode Label Roll 10000 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/tt06-1.jpg,https://synnex.lk/product/30mm-x-20mm-thermal-transfer-barcode-label-roll-10000-pcs-stickers/,"3750.00 LKR",Products,,
10581,"33mm X 21mm -Thermal Transfer Barcode Label Roll 10000 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/tt06-1.jpg,https://synnex.lk/product/33mm-x-21mm-thermal-transfer-barcode-label-roll-10000-pcs-stickers/,"3750.00 LKR",Products,,
10582,"34mm X 25mm -Thermal Transfer Barcode Label Roll 6000 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/tt06-1.jpg,https://synnex.lk/product/34mm-x-25mm-thermal-transfer-barcode-label-roll-6000-pcs-stickers/,"3900.00 LKR",Products,,
10583,"50mm X 25mm -Thermal Transfer Barcode Label Roll 2000 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/tt12-1.png,https://synnex.lk/product/50mm-x-25mm-thermal-transfer-barcode-label-roll-2000-pcs-stickers/,"1700.00 LKR",Products,,
10597,"50mm X 25mm -Thermal Transfer Barcode Label Roll 4000 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/tt12-1.png,https://synnex.lk/product/50mm-x-25mm-thermal-transfer-barcode-label-roll-4000-pcs-stickers/,"2950.00 LKR",Products,,
10598,"100mm X 75mm -Thermal Transfer Barcode Label Roll 500 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/tt07-1.jpg,https://synnex.lk/product/100mm-x-75mm-thermal-transfer-barcode-label-roll-500-pcs-stickers/,"1950.00 LKR",Products,,
10599,"75mm X 50mm -Thermal Transfer Barcode Label Roll 1000 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/tt07-1.jpg,https://synnex.lk/product/75mm-x-50mm-thermal-transfer-barcode-label-roll-1000-pcs-stickers/,"1950.00 LKR",Products,,
10600,"100mm X 150mm -Thermal Transfer Barcode Label Roll 250 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/tt030-1.jpg,https://synnex.lk/product/100mm-x-150mm-thermal-transfer-barcode-label-roll-250-pcs-stickers/,"1950.00 LKR",Products,,
10601,"30MM X 20MM -Direct Thermal Barcode Label Roll 1000 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/phoca_thumb_l_dt29-2.jpg,https://synnex.lk/product/30mm-x-20mm-direct-thermal-barcode-label-roll-1000-pcs-stickers/,"750.00 LKR",Products,,
10602,"38MM X 25MM -Direct Thermal Barcode Label Roll 1000 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/phoca_thumb_l_dt29-1-1.jpg,https://synnex.lk/product/38mm-x-25mm-direct-thermal-barcode-label-roll-1000-pcs-stickers/,"850.00 LKR",Products,,
10603,"50MM X 20MM -Direct Thermal Barcode Label Roll 1000 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/phoca_thumb_l_dt29-1-1.jpg,https://synnex.lk/product/50mm-x-20mm-direct-thermal-barcode-label-roll-1000-pcs-stickers/,"850.00 LKR",Products,,
10615,"50MM X 25MM -Direct Thermal Barcode Label Roll 1000 Pcs Stickers","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/phoca_thumb_l_dt29-1-1.jpg,https://synnex.lk/product/50mm-x-25mm-direct-thermal-barcode-label-roll-1000-pcs-stickers/,"950.00 LKR",Products,,
10616,"Premium Wax Ribbon - 110MM X 300 Metres Ribbon for Barcode / Label Printers","in stock",New,"This product offers a quality that is second to none. It is durable, reliable, and made from the highest quality materials. It is also backed by a great customer service team that is always willing to help. This product is perfect for anyone looking for an unbeatable combination of quality, reliability, and affordability.",https://synnex.lk/wp-content/uploads/2026/04/resin-110x300-1-1.png,https://synnex.lk/product/premium-wax-ribbon-110mm-x-300-metres-ribbon-for-barcode-label-printers/,"2750.00 LKR",Products,,
10617,"Premium Wax - 80MM X 300 Metres (WAX) Ribbon for Barcode / Label Printers","in stock",New,"This product offers a quality that is second to none. It is durable, reliable, and made from the highest quality materials. It is also backed by a great customer service team that is always willing to help. This product is perfect for anyone looking for an unbeatable combination of quality, reliability, and affordability.",https://synnex.lk/wp-content/uploads/2026/04/resin-60x300-1-1.png,https://synnex.lk/product/premium-wax-80mm-x-300-metres-wax-ribbon-for-barcode-label-printers/,"1950.00 LKR",Products,,
10618,"Premium Wax - 110MM X 74 Metres (WAX) Ribbon for Barcode / Label Printers","in stock",New,"This product offers a quality that is second to none. It is durable, reliable, and made from the highest quality materials. It is also backed by a great customer service team that is always willing to help. This product is perfect for anyone looking for an unbeatable combination of quality, reliability, and affordability.",https://synnex.lk/wp-content/uploads/2026/04/resin-110x74-1-1.png,https://synnex.lk/product/premium-wax-110mm-x-74-metres-wax-ribbon-for-barcode-label-printers/,"1250.00 LKR",Products,,
10619,"Inkanto - 105MM X 300 Metres (WAX) Ribbon for Barcode / Label Printers","out of stock",New,"This product offers a quality that is second to none. It is durable, reliable, and made from the highest quality materials. It is also backed by a great customer service team that is always willing to help. This product is perfect for anyone looking for an unbeatable combination of quality, reliability, and affordability.",https://synnex.lk/wp-content/uploads/2026/04/wax-110x300-1-1.png,https://synnex.lk/product/inkanto-105mm-x-300-metres-wax-ribbon-for-barcode-label-printers/,"3500.00 LKR",Products,,
10620,"Inkanto - 60MM X 300 Metres (WAX) Ribbon for Barcode / Label Printers","out of stock",New,"This product offers a quality that is second to none. It is durable, reliable, and made from the highest quality materials. It is also backed by a great customer service team that is always willing to help. This product is perfect for anyone looking for an unbeatable combination of quality, reliability, and affordability.",https://synnex.lk/wp-content/uploads/2026/04/wax-110x300-1-1.png,https://synnex.lk/product/inkanto-60mm-x-300-metres-wax-ribbon-for-barcode-label-printers/,"1450.00 LKR",Products,,
10622,"POS  110mm/4inch Thermal Paper Roll 110mm * 45mm","in stock",New,,https://synnex.lk/wp-content/uploads/2026/04/110mm-x-50mm-Thermal-Paper-Roll-1.jpg,https://synnex.lk/product/pos-110mm-4inch-thermal-paper-roll-110mm-45mm/,"590.00 LKR",Products,,
10643,"XPRINTER - 80MM DOT MATRIX PRINTER WITH AUTO CUTTER","out of stock",New,,https://synnex.lk/wp-content/uploads/2026/04/Xprinter-XP-C76IIN-High-Quality-USB-POS-76mm-Dot-Matrix-Printer-For-Bank-1.jpg,https://synnex.lk/product/xprinter-80mm-dot-matrix-printer-with-auto-cutter/,"42000.00 LKR",Products,,
